x,y,z
428151.69,3985008.88,-659.29
428104.96,3984992.45,-666.08
428058.24,3984976.01,-672.88
428011.51,3984959.57,-679.67
427964.78,3984943.13,-686.46
427918.05,3984926.69,-693.26
427871.32,3984910.25,-700.05
428309.66,3985014.39,-655.17
428262.93,3984997.95,-661.96
428216.20,3984981.51,-668.75
428169.47,3984965.07,-675.55
428122.74,3984948.63,-682.34
428076.01,3984932.19,-689.13
428029.28,3984915.75,-695.92
427982.55,3984899.31,-702.72
427935.83,3984882.87,-709.51
427889.10,3984866.43,-716.30
428327.43,3984970.57,-671.42
428280.71,3984954.13,-678.21
428233.98,3984937.69,-685.01
428187.25,3984921.25,-691.80
428140.52,3984904.81,-698.59
428093.79,3984888.37,-705.39
428047.06,3984871.94,-712.18
428000.33,3984855.50,-718.97
427953.60,3984839.06,-725.76
427906.87,3984822.62,-732.56
428345.21,3984926.76,-687.67
428298.48,3984910.32,-694.47
428251.75,3984893.88,-701.26
428205.02,3984877.44,-708.05
428158.30,3984861.00,-714.85
428111.57,3984844.56,-721.64
428064.84,3984828.12,-728.43
428018.11,3984811.68,-735.22
427971.38,3984795.24,-742.02
427924.65,3984778.80,-748.81
428362.99,3984882.94,-703.93
428316.26,3984866.50,-710.72
428269.53,3984850.06,-717.51
428222.80,3984833.62,-724.31
428176.07,3984817.18,-731.10
428129.34,3984800.74,-737.89
428082.62,3984784.30,-744.69
428035.89,3984767.87,-751.48
427989.16,3984751.43,-758.27
427942.43,3984734.99,-765.06
428380.77,3984839.13,-720.18
428334.04,3984822.69,-726.97
428287.31,3984806.25,-733.77
428240.58,3984789.81,-740.56
428193.85,3984773.37,-747.35
428147.12,3984756.93,-754.15
428100.39,3984740.49,-760.94
428053.66,3984724.05,-767.73
428006.93,3984707.61,-774.52
427960.21,3984691.17,-781.32
428398.54,3984795.31,-736.43
428351.81,3984778.87,-743.23
428305.09,3984762.43,-750.02
428258.36,3984745.99,-756.81
428211.63,3984729.55,-763.61
428164.90,3984713.11,-770.40
428118.17,3984696.67,-777.19
428071.44,3984680.23,-783.99
428024.71,3984663.79,-790.78
427977.98,3984647.36,-797.57
428416.32,3984751.49,-752.69
428369.59,3984735.06,-759.48
428322.86,3984718.62,-766.27
428276.13,3984702.18,-773.07
428229.40,3984685.74,-779.86
428182.68,3984669.30,-786.65
428135.95,3984652.86,-793.45
428089.22,3984636.42,-800.24
428042.49,3984619.98,-807.03
427995.76,3984603.54,-813.83
428434.10,3984707.68,-768.94
428387.37,3984691.24,-775.73
428340.64,3984674.80,-782.53
428293.91,3984658.36,-789.32
428247.18,3984641.92,-796.11
428200.45,3984625.48,-802.91
428153.72,3984609.04,-809.70
428106.99,3984592.60,-816.49
428060.27,3984576.16,-823.29
428013.54,3984559.72,-830.08
428451.88,3984663.86,-785.19
428405.15,3984647.42,-791.99
428358.42,3984630.99,-798.78
428311.69,3984614.55,-805.57
428264.96,3984598.11,-812.37
428218.23,3984581.67,-819.16
428171.50,3984565.23,-825.95
428124.77,3984548.79,-832.75
428078.04,3984532.35,-839.54
428031.31,3984515.91,-846.33
428469.65,3984620.05,-801.45
428422.92,3984603.61,-808.24
428376.19,3984587.17,-815.03
428329.47,3984570.73,-821.83
428282.74,3984554.29,-828.62
428236.01,3984537.85,-835.41
428189.28,3984521.41,-842.21
428142.55,3984504.97,-849.00
428095.82,3984488.53,-855.79
428049.09,3984472.09,-862.59
428487.43,3984576.23,-817.70
428440.70,3984559.79,-824.49
428393.97,3984543.35,-831.29
428347.24,3984526.91,-838.08
428300.51,3984510.48,-844.87
428253.78,3984494.04,-851.67
428207.06,3984477.60,-858.46
428160.33,3984461.16,-865.25
428113.60,3984444.72,-872.05
428066.87,3984428.28,-878.84
428505.21,3984532.42,-833.96
428458.48,3984515.98,-840.75
428411.75,3984499.54,-847.54
428365.02,3984483.10,-854.33
428318.29,3984466.66,-861.13
428271.56,3984450.22,-867.92
428224.83,3984433.78,-874.71
428178.10,3984417.34,-881.51
428131.37,3984400.90,-888.30
428084.65,3984384.46,-895.09
428522.98,3984488.60,-850.21
428476.26,3984472.16,-857.00
428429.53,3984455.72,-863.80
428382.80,3984439.28,-870.59
428336.07,3984422.84,-877.38
428289.34,3984406.41,-884.17
428242.61,3984389.97,-890.97
428195.88,3984373.53,-897.76
428149.15,3984357.09,-904.55
428102.42,3984340.65,-911.35
428540.76,3984444.79,-866.46
428494.03,3984428.35,-873.26
428447.30,3984411.91,-880.05
428400.57,3984395.47,-886.84
428353.85,3984379.03,-893.63
428307.12,3984362.59,-900.43
428260.39,3984346.15,-907.22
428213.66,3984329.71,-914.01
428166.93,3984313.27,-920.81
428120.20,3984296.83,-927.60
428558.54,3984400.97,-882.72
428511.81,3984384.53,-889.51
428465.08,3984368.09,-896.30
428418.35,3984351.65,-903.10
428371.62,3984335.21,-909.89
428324.89,3984318.77,-916.68
428278.16,3984302.33,-923.47
428231.44,3984285.90,-930.27
428184.71,3984269.46,-937.06
428137.98,3984253.02,-943.85
