x,y,z
427939.58,3984976.91,-695.81
427941.65,3984975.27,-645.88
427943.71,3984973.62,-595.95
427945.77,3984971.98,-546.02
427925.25,3985038.40,-1043.68
427927.32,3985036.76,-993.75
427929.38,3985035.11,-943.82
427931.44,3985033.47,-893.89
427933.50,3985031.82,-843.96
427935.57,3985030.17,-794.03
427937.63,3985028.53,-744.10
427939.69,3985026.88,-694.17
427941.76,3985025.24,-644.24
427943.82,3985023.59,-594.31
427945.88,3985021.95,-544.38
427925.36,3985088.37,-1042.04
427927.42,3985086.73,-992.11
427929.49,3985085.08,-942.18
427931.55,3985083.44,-892.25
427933.61,3985081.79,-842.32
427935.68,3985080.15,-792.39
427937.74,3985078.50,-742.46
427939.80,3985076.86,-692.53
427941.86,3985075.21,-642.60
427943.93,3985073.57,-592.67
427945.99,3985071.92,-542.74
427925.47,3985138.35,-1040.40
427927.53,3985136.70,-990.47
427929.60,3985135.06,-940.54
427931.66,3985133.41,-890.61
427933.72,3985131.77,-840.68
427935.78,3985130.12,-790.75
427937.85,3985128.48,-740.82
427939.91,3985126.83,-690.89
427941.97,3985125.18,-640.96
427944.03,3985123.54,-591.03
427946.10,3985121.89,-541.10
427925.58,3985188.32,-1038.76
427927.64,3985186.68,-988.83
427929.70,3985185.03,-938.90
427931.77,3985183.38,-888.97
427933.83,3985181.74,-839.04
427935.89,3985180.09,-789.11
427937.96,3985178.45,-739.17
427940.02,3985176.80,-689.24
427942.08,3985175.16,-639.31
427944.14,3985173.51,-589.38
427946.21,3985171.87,-539.45
427925.69,3985238.29,-1037.11
427927.75,3985236.65,-987.18
427929.81,3985235.00,-937.25
427931.88,3985233.36,-887.32
427933.94,3985231.71,-837.39
427936.00,3985230.07,-787.46
427938.06,3985228.42,-737.53
427940.13,3985226.78,-687.60
427942.19,3985225.13,-637.67
427944.25,3985223.49,-587.74
427946.31,3985221.84,-537.81
427925.80,3985288.27,-1035.47
427927.86,3985286.62,-985.54
427929.92,3985284.98,-935.61
427931.98,3985283.33,-885.68
427934.05,3985281.68,-835.75
427936.11,3985280.04,-785.82
427938.17,3985278.39,-735.89
427940.24,3985276.75,-685.96
427942.30,3985275.10,-636.03
427944.36,3985273.46,-586.10
427946.42,3985271.81,-536.17
